Phone timestamp;RR-interval [ms]
2024-04-19T14:43:12.232;580
2024-04-19T14:43:12.812;635
2024-04-19T14:43:13.447;4056
2024-04-19T14:43:13.208;6519
2024-04-19T14:43:11.137;1622
2024-04-19T14:43:12.759;546
2024-04-19T14:43:13.305;560
2024-04-19T14:43:13.865;587
2024-04-19T14:43:14.452;604
2024-04-19T14:43:15.056;610
2024-04-19T14:43:15.666;554
2024-04-19T14:43:16.220;563
2024-04-19T14:43:16.783;556
2024-04-19T14:43:17.339;560
2024-04-19T14:43:17.899;578
2024-04-19T14:43:18.477;594
2024-04-19T14:43:19.071;594
2024-04-19T14:43:19.665;618
2024-04-19T14:43:20.283;642
2024-04-19T14:43:20.925;685
2024-04-19T14:43:21.610;678
2024-04-19T14:43:22.288;667
2024-04-19T14:43:22.955;655
2024-04-19T14:43:23.610;645
2024-04-19T14:43:24.255;617
2024-04-19T14:43:24.872;582
2024-04-19T14:43:25.454;572
2024-04-19T14:43:26.026;564
2024-04-19T14:43:26.590;570
2024-04-19T14:43:27.160;585
2024-04-19T14:43:27.745;587
2024-04-19T14:43:28.332;586
2024-04-19T14:43:28.918;608
2024-04-19T14:43:29.526;634
2024-04-19T14:43:30.160;666
2024-04-19T14:43:30.826;673
2024-04-19T14:43:31.499;653
2024-04-19T14:43:32.152;630
2024-04-19T14:43:32.782;614
2024-04-19T14:43:33.396;612
2024-04-19T14:43:34.008;604
2024-04-19T14:43:34.612;583
2024-04-19T14:43:35.195;573
2024-04-19T14:43:35.768;579
2024-04-19T14:43:36.347;585
2024-04-19T14:43:36.932;597
2024-04-19T14:43:37.529;601
2024-04-19T14:43:38.130;592
2024-04-19T14:43:38.722;612
2024-04-19T14:43:39.334;611
2024-04-19T14:43:39.945;635
2024-04-19T14:43:40.580;616
2024-04-19T14:43:41.196;592
2024-04-19T14:43:41.788;596
2024-04-19T14:43:42.384;588
2024-04-19T14:43:42.972;588
2024-04-19T14:43:43.560;593
2024-04-19T14:43:44.153;582
2024-04-19T14:43:44.735;565
2024-04-19T14:43:45.300;563
2024-04-19T14:43:45.863;570
2024-04-19T14:43:46.433;580
2024-04-19T14:43:47.013;583
2024-04-19T14:43:47.596;563
2024-04-19T14:43:48.159;545
2024-04-19T14:43:48.704;549
2024-04-19T14:43:49.253;557
2024-04-19T14:43:49.810;568
2024-04-19T14:43:50.378;599
2024-04-19T14:43:50.977;612
2024-04-19T14:43:51.589;412
2024-04-19T14:43:52.001;836
2024-04-19T14:43:52.837;604
2024-04-19T14:43:53.441;599
2024-04-19T14:43:54.040;614
2024-04-19T14:43:54.654;614
2024-04-19T14:43:55.268;622
2024-04-19T14:43:55.890;625
2024-04-19T14:43:56.515;631
2024-04-19T14:43:57.146;631
2024-04-19T14:43:57.777;625
2024-04-19T14:43:58.402;601
2024-04-19T14:43:59.003;567
2024-04-19T14:43:59.570;568
2024-04-19T14:44:00.138;590
2024-04-19T14:44:00.728;613
2024-04-19T14:44:01.341;623
2024-04-19T14:44:01.964;633
2024-04-19T14:44:02.597;632
2024-04-19T14:44:03.229;622
2024-04-19T14:44:03.851;615
2024-04-19T14:44:04.466;598
2024-04-19T14:44:05.064;572
2024-04-19T14:44:05.636;547
2024-04-19T14:44:06.183;640
2024-04-19T14:44:06.823;458
2024-04-19T14:44:07.281;532
2024-04-19T14:44:07.813;1065
2024-04-19T14:44:08.878;634
2024-04-19T14:44:09.512;744
2024-04-19T14:44:10.256;764
2024-04-19T14:44:11.020;766
2024-04-19T14:44:11.786;755
2024-04-19T14:44:12.541;726
2024-04-19T14:44:13.267;704
2024-04-19T14:44:13.971;671
2024-04-19T14:44:14.642;644
2024-04-19T14:44:15.286;608
2024-04-19T14:44:15.894;592
2024-04-19T14:44:16.486;572
2024-04-19T14:44:17.058;561
2024-04-19T14:44:17.619;557
2024-04-19T14:44:18.176;552
2024-04-19T14:44:18.728;546
2024-04-19T14:44:19.274;545
2024-04-19T14:44:19.819;539
2024-04-19T14:44:20.358;544
2024-04-19T14:44:20.902;542
2024-04-19T14:44:21.444;548
2024-04-19T14:44:21.992;547
2024-04-19T14:44:22.539;560
2024-04-19T14:44:23.099;556
2024-04-19T14:44:23.655;559
2024-04-19T14:44:24.214;557
2024-04-19T14:44:24.771;559
2024-04-19T14:44:25.330;562
2024-04-19T14:44:25.892;561
2024-04-19T14:44:26.453;554
2024-04-19T14:44:27.007;565
2024-04-19T14:44:27.572;567
2024-04-19T14:44:28.139;563
2024-04-19T14:44:28.702;560
2024-04-19T14:44:29.262;553
2024-04-19T14:44:29.815;555
2024-04-19T14:44:30.370;565
2024-04-19T14:44:30.935;563
2024-04-19T14:44:31.498;560
2024-04-19T14:44:32.058;552
2024-04-19T14:44:32.610;556
2024-04-19T14:44:33.166;547
2024-04-19T14:44:33.713;551
2024-04-19T14:44:34.264;544
2024-04-19T14:44:34.808;540
2024-04-19T14:44:35.348;534
2024-04-19T14:44:35.882;538
2024-04-19T14:44:36.420;536
2024-04-19T14:44:36.956;531
2024-04-19T14:44:37.487;543
2024-04-19T14:44:38.030;527
2024-04-19T14:44:38.557;530
2024-04-19T14:44:39.087;515
2024-04-19T14:44:39.602;515
2024-04-19T14:44:40.117;516
2024-04-19T14:44:40.633;509
2024-04-19T14:44:41.142;513
2024-04-19T14:44:41.655;538
2024-04-19T14:44:42.193;668
2024-04-19T14:44:42.861;1471
2024-04-19T14:44:44.332;585
2024-04-19T14:44:44.917;542
2024-04-19T14:44:45.459;549
2024-04-19T14:44:46.008;539
2024-04-19T14:44:46.547;553
