Phone timestamp;HR [bpm];
2024-05-08T19:13:54.926;79
2024-05-08T19:13:55.929;78
2024-05-08T19:13:56.901;77
2024-05-08T19:13:57.925;76;10,5
2024-05-08T19:13:58.930;75;13,3
2024-05-08T19:13:59.908;75;12,5
2024-05-08T19:14:00.941;75;11,5
2024-05-08T19:14:01.917;75;18,6
2024-05-08T19:14:02.907;74;17,8
2024-05-08T19:14:03.984;74;17,6
2024-05-08T19:14:04.912;73;16,5
2024-05-08T19:14:05.918;72;15,9
2024-05-08T19:14:06.957;71;15,8
2024-05-08T19:14:07.916;70;15,3
2024-05-08T19:14:08.969;69;14,8
2024-05-08T19:14:09.941;68;16,0
2024-05-08T19:14:10.919;68;17,0
2024-05-08T19:14:11.903;67;16,7
2024-05-08T19:14:12.928;68;16,7
2024-05-08T19:14:13.930;68;16,1
2024-05-08T19:14:14.911;69;16,7
2024-05-08T19:14:15.930;70;16,4
2024-05-08T19:14:16.910;70;16,2
2024-05-08T19:14:17.921;70;16,4
2024-05-08T19:14:18.940;70;17,3
2024-05-08T19:14:19.919;70;17,1
2024-05-08T19:14:20.910;70;21,1
2024-05-08T19:14:21.941;71;22,2
2024-05-08T19:14:22.961;71;22,8
2024-05-08T19:14:23.941;71;22,8
2024-05-08T19:14:24.927;72;24,1
2024-05-08T19:14:25.911;72;22,7
2024-05-08T19:14:26.953;72;22,5
2024-05-08T19:14:27.939;71;22,5
2024-05-08T19:14:28.916;71;22,3
2024-05-08T19:14:29.908;71;22,5
2024-05-08T19:14:30.921;70;22,4
2024-05-08T19:14:31.929;69;22,5
2024-05-08T19:14:32.905;69;22,5
2024-05-08T19:14:33.941;69;21,7
2024-05-08T19:14:34.911;69;20,9
2024-05-08T19:14:35.913;69;20,9
2024-05-08T19:14:36.943;69;20,7
2024-05-08T19:14:37.934;69;20,7
2024-05-08T19:14:38.908;69;20,9
2024-05-08T19:14:39.953;69;20,8
2024-05-08T19:14:40.918;70;20,7
2024-05-08T19:14:41.924;70;20,7
2024-05-08T19:14:42.940;71;19,3
2024-05-08T19:14:43.917;71;19,3
2024-05-08T19:14:44.908;72;19,3
2024-05-08T19:14:45.971;72;14,8
2024-05-08T19:14:46.931;73;12,8
2024-05-08T19:14:47.911;73;11,2
2024-05-08T19:14:48.921;73;8,0
2024-05-08T19:14:49.935;73;9,8
2024-05-08T19:14:50.982;73;11,3
2024-05-08T19:14:51.931;74;11,4
2024-05-08T19:14:52.916;73;11,4
2024-05-08T19:14:53.922;73;13,1
2024-05-08T19:14:54.942;73;12,9
2024-05-08T19:14:55.961;72;12,7
2024-05-08T19:14:56.992;71;12,9
2024-05-08T19:14:57.925;70;12,9
2024-05-08T19:14:58.932;70;13,0
2024-05-08T19:14:59.922;69;13,0
2024-05-08T19:15:00.960;69;13,0
2024-05-08T19:15:01.921;69;12,8
2024-05-08T19:15:02.922;69;13,6
2024-05-08T19:15:03.943;69;12,2
2024-05-08T19:15:04.921;69;14,6
2024-05-08T19:15:05.908;69;14,6
2024-05-08T19:15:06.959;69;17,9
2024-05-08T19:15:07.921;69;17,9
2024-05-08T19:15:08.954;70;17,9
2024-05-08T19:15:09.922;70;18,0
2024-05-08T19:15:10.921;71;18,0
2024-05-08T19:15:11.922;72;18,4
2024-05-08T19:15:12.972;73;18,4
2024-05-08T19:15:13.915;73;17,5
2024-05-08T19:15:14.912;73;16,5
2024-05-08T19:15:15.927;73;24,0
2024-05-08T19:15:16.932;73;25,2
2024-05-08T19:15:17.931;73;26,2
2024-05-08T19:15:18.942;73;26,3
2024-05-08T19:15:19.922;73;26,3
2024-05-08T19:15:20.902;73;26,3
