Phone timestamp;HR [bpm];
2024-05-20T22:23:44.843;94
2024-05-20T22:23:45.906;94
2024-05-20T22:23:46.894;94;3,5
2024-05-20T22:23:47.833;95;2,8
2024-05-20T22:23:48.872;96;7,8
2024-05-20T22:23:49.843;97;7,2
2024-05-20T22:23:50.853;97;6,9
2024-05-20T22:23:51.862;98;6,4
2024-05-20T22:23:52.844;98;6,6
2024-05-20T22:23:53.888;99;6,7
2024-05-20T22:23:54.874;100;7,3
2024-05-20T22:23:55.883;99;7,4
2024-05-20T22:23:56.838;98;7,3
2024-05-20T22:23:57.861;97;7,0
2024-05-20T22:23:58.863;96;6,8
2024-05-20T22:23:59.844;96;6,6
2024-05-20T22:24:00.893;96;6,5
2024-05-20T22:24:01.848;96;6,4
2024-05-20T22:24:02.843;97;6,5
2024-05-20T22:24:03.863;97;7,3
2024-05-20T22:24:04.851;98;7,3
2024-05-20T22:24:05.839;99;6,2
2024-05-20T22:24:06.874;100;6,3
2024-05-20T22:24:07.850;101;6,3
2024-05-20T22:24:08.851;101;6,3
2024-05-20T22:24:09.859;102;6,5
2024-05-20T22:24:10.855;103;8,2
2024-05-20T22:24:11.883;104;8,0
2024-05-20T22:24:12.860;105;8,7
2024-05-20T22:24:13.863;106;8,7
2024-05-20T22:24:14.837;106;8,8
2024-05-20T22:24:15.875;105;8,8
2024-05-20T22:24:16.853;104;8,8
2024-05-20T22:24:17.854;103;9,5
2024-05-20T22:24:18.863;102;9,6
2024-05-20T22:24:19.851;102;9,9
2024-05-20T22:24:20.855;101;9,5
2024-05-20T22:24:21.854;101;9,8
2024-05-20T22:24:22.864;100;9,7
2024-05-20T22:24:23.842;99;10,7
2024-05-20T22:24:24.873;98;10,7
2024-05-20T22:24:25.883;97;10,7
2024-05-20T22:24:26.883;97;10,6
2024-05-20T22:24:27.862;97;10,5
2024-05-20T22:24:28.851;97;9,1
2024-05-20T22:24:29.854;97;8,8
2024-05-20T22:24:30.874;97;8,4
2024-05-20T22:24:31.865;97;8,4
2024-05-20T22:24:32.844;97;8,3
2024-05-20T22:24:33.853;96;8,2
2024-05-20T22:24:34.866;95;8,2
2024-05-20T22:24:35.853;95;8,1
2024-05-20T22:24:36.874;95;8,1
2024-05-20T22:24:37.880;94;8,2
2024-05-20T22:24:38.839;94;7,8
2024-05-20T22:24:39.874;93;7,1
2024-05-20T22:24:40.846;93;7,1
2024-05-20T22:24:41.837;93;6,6
2024-05-20T22:24:42.854;93;5,5
2024-05-20T22:24:43.852;93;5,5
2024-05-20T22:24:44.855;93;7,1
2024-05-20T22:24:45.862;93;7,3
2024-05-20T22:24:46.852;93;7,3
2024-05-20T22:24:47.854;92;8,8
2024-05-20T22:24:48.903;92;8,8
2024-05-20T22:24:49.852;92;8,4
2024-05-20T22:24:50.844;92;8,4
2024-05-20T22:24:51.856;92;8,4
2024-05-20T22:24:52.854;92;8,4
2024-05-20T22:24:53.853;92;9,3
2024-05-20T22:24:54.904;92;8,7
2024-05-20T22:24:55.852;92;9,8
2024-05-20T22:24:56.836;91;9,8
2024-05-20T22:24:57.875;91;9,8
2024-05-20T22:24:58.894;91;9,7
2024-05-20T22:24:59.873;91;9,7
2024-05-20T22:25:00.861;91;9,7
2024-05-20T22:25:01.846;92;9,7
2024-05-20T22:25:02.884;92;10,4
2024-05-20T22:25:03.874;93;9,4
2024-05-20T22:25:04.846;93;9,2
2024-05-20T22:25:05.834;92;9,2
2024-05-20T22:25:06.857;92;7,7
2024-05-20T22:25:07.864;92;7,7
2024-05-20T22:25:08.843;91;7,9
2024-05-20T22:25:09.864;91;7,9
2024-05-20T22:25:10.865;91;7,9
2024-05-20T22:25:11.854;91;7,9
2024-05-20T22:25:12.863;90;6,8
2024-05-20T22:25:13.849;90;7,8
2024-05-20T22:25:14.849;90;6,4
