Phone timestamp;HR [bpm];
2024-05-24T23:22:58.040;78
2024-05-24T23:22:59.025;78
2024-05-24T23:23:00.080;79;4,0
2024-05-24T23:23:01.085;80;10,1
2024-05-24T23:23:02.031;81;8,5
2024-05-24T23:23:03.055;82;8,6
2024-05-24T23:23:04.085;83;12,9
2024-05-24T23:23:05.045;84;19,0
2024-05-24T23:23:06.066;85;19,6
2024-05-24T23:23:07.044;84;18,9
2024-05-24T23:23:08.025;83;22,6
2024-05-24T23:23:09.065;82;24,3
2024-05-24T23:23:10.055;80;23,5
2024-05-24T23:23:11.060;79;22,8
2024-05-24T23:23:12.052;77;24,7
2024-05-24T23:23:13.048;75;27,0
2024-05-24T23:23:14.045;74;26,3
2024-05-24T23:23:15.052;74;25,7
2024-05-24T23:23:16.045;74;25,2
2024-05-24T23:23:17.032;75;29,1
2024-05-24T23:23:18.065;76;28,6
2024-05-24T23:23:19.049;75;28,0
2024-05-24T23:23:20.034;75;29,3
2024-05-24T23:23:21.052;74;29,2
2024-05-24T23:23:22.044;73;29,2
2024-05-24T23:23:23.032;73;29,2
2024-05-24T23:23:24.085;73;29,1
2024-05-24T23:23:25.044;74;28,9
2024-05-24T23:23:26.065;75;30,8
2024-05-24T23:23:27.054;75;34,2
2024-05-24T23:23:28.055;75;33,7
2024-05-24T23:23:29.049;73;33,7
2024-05-24T23:23:30.055;72;35,0
2024-05-24T23:23:31.078;71;34,3
2024-05-24T23:23:32.035;70;34,3
2024-05-24T23:23:33.096;71;33,2
2024-05-24T23:23:34.115;72;35,2
2024-05-24T23:23:35.031;73;38,4
2024-05-24T23:23:36.065;74;41,3
2024-05-24T23:23:37.035;72;40,3
2024-05-24T23:23:38.045;71;39,0
2024-05-24T23:23:39.052;70;40,2
2024-05-24T23:23:40.041;68;42,8
2024-05-24T23:23:41.046;67;40,5
2024-05-24T23:23:42.064;66;40,3
2024-05-24T23:23:43.055;67;40,3
2024-05-24T23:23:44.034;68;42,2
2024-05-24T23:23:45.065;69;41,2
2024-05-24T23:23:46.056;70;41,0
2024-05-24T23:23:47.035;69;41,0
2024-05-24T23:23:48.055;68;41,8
2024-05-24T23:23:49.041;68;42,8
2024-05-24T23:23:50.045;68;41,7
2024-05-24T23:23:51.064;69;39,4
2024-05-24T23:23:52.054;70;39,4
2024-05-24T23:23:53.064;71;39,4
2024-05-24T23:23:54.045;73;38,5
2024-05-24T23:23:55.055;74;39,2
2024-05-24T23:23:56.036;76;39,2
2024-05-24T23:23:57.066;76;39,2
2024-05-24T23:23:58.037;75;39,2
2024-05-24T23:23:59.045;74;35,2
2024-05-24T23:24:00.054;73;31,6
2024-05-24T23:24:01.055;73;31,6
2024-05-24T23:24:02.034;73;31,6
2024-05-24T23:24:03.080;73;30,1
2024-05-24T23:24:04.044;74;28,6
2024-05-24T23:24:05.029;74;27,6
2024-05-24T23:24:06.095;74;28,6
2024-05-24T23:24:07.098;74;28,6
2024-05-24T23:24:08.033;73;26,2
2024-05-24T23:24:09.066;72;25,9
2024-05-24T23:24:10.055;71;25,9
2024-05-24T23:24:11.036;70;26,5
2024-05-24T23:24:12.045;69;26,5
2024-05-24T23:24:13.070;68;24,0
2024-05-24T23:24:14.046;68;23,8
2024-05-24T23:24:15.065;68;23,7
2024-05-24T23:24:16.043;68;22,9
2024-05-24T23:24:17.055;68;22,9
2024-05-24T23:24:18.065;69;22,9
2024-05-24T23:24:19.055;69;20,2
2024-05-24T23:24:20.034;69;18,8
2024-05-24T23:24:21.051;69;19,2
2024-05-24T23:24:22.059;69;19,6
2024-05-24T23:24:23.045;69;19,6
