Phone timestamp;HR [bpm];
2024-05-21T20:50:53.379;96
2024-05-21T20:50:54.356;97
2024-05-21T20:50:55.373;98
2024-05-21T20:50:56.356;98;0,5
2024-05-21T20:50:57.351;98;3,7
2024-05-21T20:50:58.351;98;4,3
2024-05-21T20:50:59.364;98;4,0
2024-05-21T20:51:00.358;99;3,6
2024-05-21T20:51:01.336;99;3,4
2024-05-21T20:51:02.346;99;5,6
2024-05-21T20:51:03.356;100;5,4
2024-05-21T20:51:04.378;100;5,2
2024-05-21T20:51:05.352;101;5,2
2024-05-21T20:51:06.341;102;8,0
2024-05-21T20:51:07.348;102;8,4
2024-05-21T20:51:08.367;103;8,2
2024-05-21T20:51:09.357;102;7,9
2024-05-21T20:51:10.362;101;7,8
2024-05-21T20:51:11.359;99;7,5
2024-05-21T20:51:12.357;98;7,6
2024-05-21T20:51:13.334;98;7,6
2024-05-21T20:51:14.357;97;7,6
2024-05-21T20:51:15.341;97;7,4
2024-05-21T20:51:16.333;96;7,6
2024-05-21T20:51:17.417;96;7,7
2024-05-21T20:51:18.417;96;7,7
2024-05-21T20:51:19.396;96;7,8
2024-05-21T20:51:20.368;96;7,8
2024-05-21T20:51:21.342;97;8,6
2024-05-21T20:51:22.347;97;8,6
2024-05-21T20:51:23.368;96;8,5
2024-05-21T20:51:24.342;95;8,5
2024-05-21T20:51:25.378;94;9,6
2024-05-21T20:51:26.354;93;9,6
2024-05-21T20:51:27.357;94;9,7
2024-05-21T20:51:28.335;95;9,7
2024-05-21T20:51:29.347;95;9,8
2024-05-21T20:51:30.358;97;10,7
2024-05-21T20:51:31.346;99;13,6
2024-05-21T20:51:32.368;100;15,7
2024-05-21T20:51:33.346;99;15,7
2024-05-21T20:51:34.347;97;15,9
2024-05-21T20:51:35.372;95;16,0
2024-05-21T20:51:36.358;94;16,2
2024-05-21T20:51:37.396;92;17,2
2024-05-21T20:51:38.347;91;17,2
2024-05-21T20:51:39.360;91;16,5
2024-05-21T20:51:40.348;91;16,5
2024-05-21T20:51:41.368;91;16,5
2024-05-21T20:51:42.339;92;16,2
2024-05-21T20:51:43.342;93;14,7
2024-05-21T20:51:44.347;94;14,7
2024-05-21T20:51:45.355;94;15,4
2024-05-21T20:51:46.338;95;15,4
2024-05-21T20:51:47.349;96;15,4
2024-05-21T20:51:48.354;97;14,8
2024-05-21T20:51:49.335;98;13,3
2024-05-21T20:51:50.367;99;9,6
2024-05-21T20:51:51.405;99;9,9
2024-05-21T20:51:52.340;99;9,5
2024-05-21T20:51:53.397;98;9,1
2024-05-21T20:51:54.358;97;9,1
2024-05-21T20:51:55.339;96;6,9
2024-05-21T20:51:56.354;96;7,0
2024-05-21T20:51:57.342;94;7,0
2024-05-21T20:51:58.338;93;7,1
2024-05-21T20:51:59.365;92;7,8
2024-05-21T20:52:00.377;91;7,8
2024-05-21T20:52:01.327;91;7,8
2024-05-21T20:52:02.368;91;7,8
2024-05-21T20:52:03.357;91;7,3
2024-05-21T20:52:04.337;92;6,9
2024-05-21T20:52:05.387;92;7,2
2024-05-21T20:52:06.357;92;7,2
2024-05-21T20:52:07.358;91;7,0
2024-05-21T20:52:08.367;90;7,0
2024-05-21T20:52:09.347;89;7,7
2024-05-21T20:52:10.327;89;7,3
2024-05-21T20:52:11.368;89;7,3
2024-05-21T20:52:12.358;89;7,2
2024-05-21T20:52:13.347;90;7,0
2024-05-21T20:52:14.387;91;7,1
2024-05-21T20:52:15.357;91;7,0
2024-05-21T20:52:16.347;91;7,0
2024-05-21T20:52:17.368;91;7,0
2024-05-21T20:52:18.347;91;7,1
2024-05-21T20:52:19.328;90;6,4
