Phone timestamp;HR [bpm];
2024-05-27T22:47:27.525;116
2024-05-27T22:47:28.507;116
2024-05-27T22:47:29.510;115;5,0
2024-05-27T22:47:30.514;114;5,7
2024-05-27T22:47:31.539;114;6,2
2024-05-27T22:47:32.501;114;6,0
2024-05-27T22:47:33.519;114;6,1
2024-05-27T22:47:34.522;115;5,8
2024-05-27T22:47:35.497;115;5,5
2024-05-27T22:47:36.519;116;5,2
2024-05-27T22:47:37.507;117;5,9
2024-05-27T22:47:38.510;117;5,6
2024-05-27T22:47:39.559;117;5,7
2024-05-27T22:47:40.507;117;5,6
2024-05-27T22:47:41.504;118;5,6
2024-05-27T22:47:42.532;118;6,2
2024-05-27T22:47:43.547;118;6,2
2024-05-27T22:47:44.530;118;5,9
2024-05-27T22:47:45.516;117;5,6
2024-05-27T22:47:46.525;116;5,2
2024-05-27T22:47:47.537;115;5,2
2024-05-27T22:47:48.531;114;4,8
2024-05-27T22:47:49.511;113;6,9
2024-05-27T22:47:50.498;113;6,9
2024-05-27T22:47:51.559;113;7,6
2024-05-27T22:47:52.548;112;7,8
2024-05-27T22:47:53.496;111;7,6
2024-05-27T22:47:54.519;110;8,2
2024-05-27T22:47:55.543;108;8,5
2024-05-27T22:47:56.543;107;8,4
2024-05-27T22:47:57.542;105;8,2
2024-05-27T22:47:58.510;105;8,2
2024-05-27T22:47:59.503;105;8,1
2024-05-27T22:48:00.531;105;8,2
2024-05-27T22:48:01.510;105;8,3
2024-05-27T22:48:02.511;105;8,6
2024-05-27T22:48:03.542;105;8,6
2024-05-27T22:48:04.519;104;8,6
2024-05-27T22:48:05.500;104;8,6
2024-05-27T22:48:06.536;104;6,9
2024-05-27T22:48:07.500;104;7,1
2024-05-27T22:48:08.491;103;6,1
2024-05-27T22:48:09.576;103;6,1
2024-05-27T22:48:10.508;103;5,6
2024-05-27T22:48:11.501;103;6,0
2024-05-27T22:48:12.521;104;6,0
2024-05-27T22:48:13.514;104;7,4
2024-05-27T22:48:14.498;105;7,9
2024-05-27T22:48:15.532;106;8,4
2024-05-27T22:48:16.518;107;8,4
2024-05-27T22:48:17.500;107;8,7
2024-05-27T22:48:18.521;106;8,7
2024-05-27T22:48:19.526;105;9,4
2024-05-27T22:48:20.512;104;9,4
2024-05-27T22:48:21.522;103;9,5
2024-05-27T22:48:22.501;103;9,5
2024-05-27T22:48:23.490;103;9,7
2024-05-27T22:48:24.531;103;9,5
2024-05-27T22:48:25.510;103;9,6
2024-05-27T22:48:26.499;103;9,6
2024-05-27T22:48:27.510;103;9,2
2024-05-27T22:48:28.551;103;8,8
2024-05-27T22:48:29.541;103;8,7
2024-05-27T22:48:30.549;103;7,5
2024-05-27T22:48:31.536;103;7,0
2024-05-27T22:48:32.511;103;5,9
2024-05-27T22:48:33.532;103;5,9
2024-05-27T22:48:34.541;103;5,3
2024-05-27T22:48:35.546;104;5,4
2024-05-27T22:48:36.541;104;3,5
2024-05-27T22:48:37.522;104;3,9
2024-05-27T22:48:38.530;104;3,8
2024-05-27T22:48:39.521;104;3,8
2024-05-27T22:48:40.538;104;4,8
2024-05-27T22:48:41.510;104;4,8
2024-05-27T22:48:42.532;104;5,3
2024-05-27T22:48:43.522;104;5,4
2024-05-27T22:48:44.501;103;5,4
2024-05-27T22:48:45.524;102;5,2
2024-05-27T22:48:46.521;101;5,2
2024-05-27T22:48:47.492;100;5,2
2024-05-27T22:48:48.618;99;5,2
2024-05-27T22:48:49.510;98;5,2
2024-05-27T22:48:50.536;98;5,2
2024-05-27T22:48:51.513;98;5,2
2024-05-27T22:48:52.550;98;6,0
2024-05-27T22:48:53.500;97;5,8
2024-05-27T22:48:54.512;97;6,0
2024-05-27T22:48:55.520;97;6,0
2024-05-27T22:48:56.511;96;6,0
2024-05-27T22:48:57.529;96;6,1
2024-05-27T22:48:58.505;95;5,5
2024-05-27T22:48:59.511;95;5,0
2024-05-27T22:49:00.594;95;5,0
2024-05-27T22:49:01.532;95;4,5
2024-05-27T22:49:02.530;96;4,7
2024-05-27T22:49:03.517;96;4,9
2024-05-27T22:49:04.552;95;5,1
2024-05-27T22:49:05.512;95;5,1
2024-05-27T22:49:06.535;95;5,1
2024-05-27T22:49:07.507;95;5,3
