Phone timestamp;HR [bpm];
2024-05-25T22:55:17.234;124
2024-05-25T22:55:18.213;125
2024-05-25T22:55:19.215;125;0,7
2024-05-25T22:55:20.190;125;1,0
2024-05-25T22:55:21.243;126;1,1
2024-05-25T22:55:22.230;126;1,1
2024-05-25T22:55:23.203;126;1,3
2024-05-25T22:55:24.213;126;1,2
2024-05-25T22:55:25.214;127;1,2
2024-05-25T22:55:26.192;127;1,3
2024-05-25T22:55:27.226;127;1,7
2024-05-25T22:55:28.306;127;1,7
2024-05-25T22:55:29.194;128;1,7
2024-05-25T22:55:30.216;128;1,6
2024-05-25T22:55:31.197;128;1,6
2024-05-25T22:55:32.205;127;2,2
2024-05-25T22:55:33.211;127;2,2
2024-05-25T22:55:34.205;127;2,4
2024-05-25T22:55:35.191;126;2,4
2024-05-25T22:55:36.218;126;2,4
2024-05-25T22:55:37.204;126;2,4
2024-05-25T22:55:38.207;126;2,5
2024-05-25T22:55:39.214;126;2,6
2024-05-25T22:55:40.232;127;2,4
2024-05-25T22:55:41.193;127;2,3
2024-05-25T22:55:42.229;128;2,3
2024-05-25T22:55:43.215;128;2,3
2024-05-25T22:55:44.193;128;2,2
2024-05-25T22:55:45.238;128;2,2
2024-05-25T22:55:46.230;128;1,7
2024-05-25T22:55:47.235;127;1,6
2024-05-25T22:55:48.215;127;1,2
2024-05-25T22:55:49.197;127;1,2
2024-05-25T22:55:50.186;127;1,2
2024-05-25T22:55:51.258;127;0,9
2024-05-25T22:55:52.205;127;0,8
2024-05-25T22:55:53.194;127;1,1
2024-05-25T22:55:54.218;127;1,5
2024-05-25T22:55:55.216;126;1,5
2024-05-25T22:55:56.202;126;1,6
2024-05-25T22:55:57.256;126;1,7
2024-05-25T22:55:58.200;125;1,7
2024-05-25T22:55:59.205;125;2,1
2024-05-25T22:56:00.224;124;2,2
2024-05-25T22:56:01.205;124;2,2
2024-05-25T22:56:02.193;124;2,2
2024-05-25T22:56:03.207;124;2,2
2024-05-25T22:56:04.215;124;2,1
2024-05-25T22:56:05.194;125;2,1
2024-05-25T22:56:06.256;125;2,1
2024-05-25T22:56:07.205;126;1,9
2024-05-25T22:56:08.203;126;1,7
2024-05-25T22:56:09.213;127;1,7
2024-05-25T22:56:10.231;127;1,6
2024-05-25T22:56:11.195;128;1,6
2024-05-25T22:56:12.209;128;1,2
2024-05-25T22:56:13.203;128;1,3
2024-05-25T22:56:14.188;128;1,5
2024-05-25T22:56:15.224;128;1,5
2024-05-25T22:56:16.204;128;1,6
2024-05-25T22:56:17.193;128;1,6
2024-05-25T22:56:18.212;128;1,6
2024-05-25T22:56:19.274;128;1,6
2024-05-25T22:56:20.225;129;1,6
2024-05-25T22:56:21.209;129;1,8
2024-05-25T22:56:22.203;129;1,8
2024-05-25T22:56:23.193;129;1,8
2024-05-25T22:56:24.224;130;1,8
2024-05-25T22:56:25.197;130;1,8
2024-05-25T22:56:26.185;130;1,9
2024-05-25T22:56:27.228;130;2,3
2024-05-25T22:56:28.216;130;2,4
2024-05-25T22:56:29.194;130;2,3
2024-05-25T22:56:30.214;129;2,3
2024-05-25T22:56:31.251;129;2,3
2024-05-25T22:56:32.204;128;2,3
2024-05-25T22:56:33.215;127;2,6
2024-05-25T22:56:34.204;126;2,6
2024-05-25T22:56:35.199;125;2,5
2024-05-25T22:56:36.225;124;2,4
2024-05-25T22:56:37.204;123;2,4
2024-05-25T22:56:38.222;123;2,4
2024-05-25T22:56:39.205;122;2,4
2024-05-25T22:56:40.238;121;2,2
2024-05-25T22:56:41.194;121;1,6
2024-05-25T22:56:42.228;120;1,5
2024-05-25T22:56:43.197;120;1,4
2024-05-25T22:56:44.223;120;1,4
2024-05-25T22:56:45.215;120;1,5
2024-05-25T22:56:46.244;120;1,5
2024-05-25T22:56:47.186;119;1,5
2024-05-25T22:56:48.212;119;0,9
2024-05-25T22:56:49.206;119;0,9
2024-05-25T22:56:50.235;119;0,9
2024-05-25T22:56:51.225;118;0,9
2024-05-25T22:56:52.234;118;1,0
2024-05-25T22:56:53.223;118;1,1
2024-05-25T22:56:54.226;118;1,1
2024-05-25T22:56:55.216;117;1,2
2024-05-25T22:56:56.206;118;1,2
