Phone timestamp;HR [bpm];
2024-05-21T21:09:36.325;118
2024-05-21T21:09:37.340;119
2024-05-21T21:09:38.331;119;1,3
2024-05-21T21:09:39.363;120;1,1
2024-05-21T21:09:40.385;121;2,7
2024-05-21T21:09:41.334;122;2,5
2024-05-21T21:09:42.381;123;2,3
2024-05-21T21:09:43.354;123;2,3
2024-05-21T21:09:44.344;123;2,1
2024-05-21T21:09:45.354;123;2,4
2024-05-21T21:09:46.338;122;2,4
2024-05-21T21:09:47.335;122;2,3
2024-05-21T21:09:48.364;122;2,2
2024-05-21T21:09:49.337;122;2,3
2024-05-21T21:09:50.327;123;2,4
2024-05-21T21:09:51.350;123;2,4
2024-05-21T21:09:52.354;124;2,5
2024-05-21T21:09:53.342;124;2,6
2024-05-21T21:09:54.352;125;2,2
2024-05-21T21:09:55.342;125;2,4
2024-05-21T21:09:56.335;126;2,5
2024-05-21T21:09:57.364;126;2,4
2024-05-21T21:09:58.335;126;2,6
2024-05-21T21:09:59.333;126;2,4
2024-05-21T21:10:00.350;125;2,4
2024-05-21T21:10:01.353;124;2,9
2024-05-21T21:10:02.323;124;3,1
2024-05-21T21:10:03.365;123;3,2
2024-05-21T21:10:04.342;123;3,3
2024-05-21T21:10:05.364;124;3,3
2024-05-21T21:10:06.361;124;3,5
2024-05-21T21:10:07.353;126;3,7
2024-05-21T21:10:08.333;127;3,6
2024-05-21T21:10:09.352;128;3,9
2024-05-21T21:10:10.354;128;4,8
2024-05-21T21:10:11.343;128;5,5
2024-05-21T21:10:12.391;127;5,6
2024-05-21T21:10:13.373;126;5,5
2024-05-21T21:10:14.326;124;5,9
2024-05-21T21:10:15.366;123;5,8
2024-05-21T21:10:16.351;121;5,7
2024-05-21T21:10:17.342;120;5,6
2024-05-21T21:10:18.383;119;5,4
2024-05-21T21:10:19.407;119;5,9
2024-05-21T21:10:20.403;119;6,4
2024-05-21T21:10:21.363;119;6,5
2024-05-21T21:10:22.343;119;6,5
2024-05-21T21:10:23.326;118;6,5
2024-05-21T21:10:24.363;116;6,3
2024-05-21T21:10:25.353;116;5,7
2024-05-21T21:10:26.332;115;5,4
2024-05-21T21:10:27.345;113;5,5
2024-05-21T21:10:28.334;112;5,5
2024-05-21T21:10:29.343;112;5,4
2024-05-21T21:10:30.353;113;5,6
2024-05-21T21:10:31.344;114;6,9
2024-05-21T21:10:32.334;115;7,0
2024-05-21T21:10:33.363;114;7,1
2024-05-21T21:10:34.341;114;7,2
2024-05-21T21:10:35.374;112;7,1
2024-05-21T21:10:36.351;111;6,8
2024-05-21T21:10:37.366;109;6,9
2024-05-21T21:10:38.362;108;7,1
2024-05-21T21:10:39.364;107;7,1
2024-05-21T21:10:40.344;106;7,1
2024-05-21T21:10:41.334;106;7,1
2024-05-21T21:10:42.345;106;7,0
2024-05-21T21:10:43.353;107;6,8
2024-05-21T21:10:44.344;108;7,6
2024-05-21T21:10:45.351;108;7,6
2024-05-21T21:10:46.337;108;7,6
2024-05-21T21:10:47.344;108;7,3
2024-05-21T21:10:48.363;107;6,5
2024-05-21T21:10:49.344;106;6,4
2024-05-21T21:10:50.362;105;6,4
2024-05-21T21:10:51.358;106;5,9
2024-05-21T21:10:52.354;106;5,9
2024-05-21T21:10:53.333;106;5,3
2024-05-21T21:10:54.354;106;5,1
2024-05-21T21:10:55.336;106;5,1
2024-05-21T21:10:56.342;107;5,1
2024-05-21T21:10:57.363;106;5,3
2024-05-21T21:10:58.342;106;5,4
2024-05-21T21:10:59.333;106;5,1
2024-05-21T21:11:00.358;105;5,0
2024-05-21T21:11:01.353;106;3,9
2024-05-21T21:11:02.343;106;3,9
