Phone timestamp;HR [bpm];
2024-05-25T23:12:57.193;102
2024-05-25T23:12:58.220;102
2024-05-25T23:12:59.209;102
2024-05-25T23:13:00.199;102;6,7
2024-05-25T23:13:01.261;102;6,3
2024-05-25T23:13:02.222;103;6,0
2024-05-25T23:13:03.240;103;5,3
2024-05-25T23:13:04.214;104;5,1
2024-05-25T23:13:05.268;105;10,7
2024-05-25T23:13:06.210;106;11,4
2024-05-25T23:13:07.265;106;11,0
2024-05-25T23:13:08.202;105;10,4
2024-05-25T23:13:09.195;104;9,9
2024-05-25T23:13:10.233;102;9,6
2024-05-25T23:13:11.206;101;9,9
2024-05-25T23:13:12.192;100;9,7
2024-05-25T23:13:13.220;99;9,4
2024-05-25T23:13:14.212;99;9,2
2024-05-25T23:13:15.210;99;9,1
2024-05-25T23:13:16.218;99;8,9
2024-05-25T23:13:17.211;99;8,8
2024-05-25T23:13:18.231;98;8,7
2024-05-25T23:13:19.232;97;8,7
2024-05-25T23:13:20.220;97;8,7
2024-05-25T23:13:21.219;96;8,7
2024-05-25T23:13:22.220;96;8,8
2024-05-25T23:13:23.207;95;6,5
2024-05-25T23:13:24.210;95;7,0
2024-05-25T23:13:25.232;94;7,9
2024-05-25T23:13:26.212;95;7,9
2024-05-25T23:13:27.229;96;8,0
2024-05-25T23:13:28.233;98;8,1
2024-05-25T23:13:29.223;99;10,7
2024-05-25T23:13:30.210;101;11,4
2024-05-25T23:13:31.223;102;11,4
2024-05-25T23:13:32.202;101;11,2
2024-05-25T23:13:33.212;101;11,3
2024-05-25T23:13:34.233;99;11,2
2024-05-25T23:13:35.204;98;11,2
2024-05-25T23:13:36.200;97;11,2
2024-05-25T23:13:37.214;97;11,4
2024-05-25T23:13:38.223;96;11,7
2024-05-25T23:13:39.211;95;11,7
2024-05-25T23:13:40.253;95;11,5
2024-05-25T23:13:41.214;95;11,6
2024-05-25T23:13:42.222;96;11,1
2024-05-25T23:13:43.233;97;10,6
2024-05-25T23:13:44.209;99;12,4
2024-05-25T23:13:45.194;100;12,4
2024-05-25T23:13:46.213;101;11,9
2024-05-25T23:13:47.221;101;8,8
2024-05-25T23:13:48.199;100;8,8
2024-05-25T23:13:49.222;100;9,5
2024-05-25T23:13:50.207;99;9,5
2024-05-25T23:13:51.210;98;9,4
2024-05-25T23:13:52.219;98;9,5
2024-05-25T23:13:53.253;98;9,6
2024-05-25T23:13:54.200;98;10,4
2024-05-25T23:13:55.246;98;10,1
2024-05-25T23:13:56.223;98;10,1
2024-05-25T23:13:57.209;97;10,4
2024-05-25T23:13:58.233;97;10,4
2024-05-25T23:13:59.210;96;10,0
2024-05-25T23:14:00.210;96;10,0
2024-05-25T23:14:01.212;96;10,0
2024-05-25T23:14:02.252;97;7,7
2024-05-25T23:14:03.201;98;7,7
2024-05-25T23:14:04.219;99;8,0
2024-05-25T23:14:05.203;99;8,0
2024-05-25T23:14:06.211;99;8,0
2024-05-25T23:14:07.232;99;7,3
2024-05-25T23:14:08.208;98;7,3
2024-05-25T23:14:09.199;98;8,6
2024-05-25T23:14:10.233;97;8,6
2024-05-25T23:14:11.220;97;8,5
2024-05-25T23:14:12.200;98;7,8
2024-05-25T23:14:13.252;99;7,9
2024-05-25T23:14:14.222;100;7,7
2024-05-25T23:14:15.211;101;10,3
2024-05-25T23:14:16.222;101;10,1
2024-05-25T23:14:17.204;100;10,0
2024-05-25T23:14:18.201;99;10,1
2024-05-25T23:14:19.230;98;11,3
2024-05-25T23:14:20.211;97;11,5
2024-05-25T23:14:21.204;96;11,3
2024-05-25T23:14:22.250;96;11,2
2024-05-25T23:14:23.221;96;11,2
2024-05-25T23:14:24.202;97;11,2
2024-05-25T23:14:25.223;98;13,0
2024-05-25T23:14:26.241;98;15,2
2024-05-25T23:14:27.195;99;14,4
2024-05-25T23:14:28.230;97;15,3
