Phone timestamp;HR [bpm];
2024-05-25T23:15:04.218;105
2024-05-25T23:15:05.204;104;6,0
2024-05-25T23:15:06.201;105;5,5
2024-05-25T23:15:07.230;105;4,7
2024-05-25T23:15:08.204;106;5,5
2024-05-25T23:15:09.198;107;10,8
2024-05-25T23:15:10.232;108;10,0
2024-05-25T23:15:11.223;109;10,1
2024-05-25T23:15:12.242;110;9,5
2024-05-25T23:15:13.221;111;9,4
2024-05-25T23:15:14.213;111;9,5
2024-05-25T23:15:15.201;111;9,3
2024-05-25T23:15:16.234;110;8,9
2024-05-25T23:15:17.211;110;9,3
2024-05-25T23:15:18.199;109;9,1
2024-05-25T23:15:19.244;108;9,7
2024-05-25T23:15:20.254;107;9,7
2024-05-25T23:15:21.241;106;9,6
2024-05-25T23:15:22.221;105;9,9
2024-05-25T23:15:23.214;104;15,3
2024-05-25T23:15:24.213;103;15,3
2024-05-25T23:15:25.233;102;15,8
2024-05-25T23:15:26.203;103;14,6
2024-05-25T23:15:27.230;103;14,7
2024-05-25T23:15:28.225;102;14,8
2024-05-25T23:15:29.208;102;14,6
2024-05-25T23:15:30.199;101;14,9
2024-05-25T23:15:31.224;101;14,8
2024-05-25T23:15:32.209;100;14,8
2024-05-25T23:15:33.203;99;15,5
2024-05-25T23:15:34.232;98;15,5
2024-05-25T23:15:35.223;98;15,2
2024-05-25T23:15:36.234;98;15,2
2024-05-25T23:15:37.218;98;15,0
2024-05-25T23:15:38.223;99;15,5
2024-05-25T23:15:39.217;99;15,5
2024-05-25T23:15:40.262;99;15,3
2024-05-25T23:15:41.208;99;9,7
2024-05-25T23:15:42.213;98;9,8
2024-05-25T23:15:43.212;98;9,0
2024-05-25T23:15:44.253;97;8,7
2024-05-25T23:15:45.198;96;8,5
2024-05-25T23:15:46.215;96;8,5
2024-05-25T23:15:47.204;96;8,5
2024-05-25T23:15:48.214;96;9,1
2024-05-25T23:15:49.223;96;9,2
2024-05-25T23:15:50.209;97;8,9
2024-05-25T23:15:51.254;97;7,4
2024-05-25T23:15:52.294;99;7,9
2024-05-25T23:15:53.254;100;8,6
2024-05-25T23:15:54.201;101;8,4
2024-05-25T23:15:55.214;101;8,8
2024-05-25T23:15:56.223;101;8,5
2024-05-25T23:15:57.213;100;8,5
2024-05-25T23:15:58.254;100;8,7
2024-05-25T23:15:59.212;99;8,9
2024-05-25T23:16:00.214;100;8,8
2024-05-25T23:16:01.233;100;8,8
2024-05-25T23:16:02.252;100;8,8
2024-05-25T23:16:03.193;100;10,4
2024-05-25T23:16:04.215;99;16,5
2024-05-25T23:16:05.224;99;16,5
2024-05-25T23:16:06.212;98;17,1
2024-05-25T23:16:07.214;96;17,1
2024-05-25T23:16:08.214;94;17,1
2024-05-25T23:16:09.202;93;18,3
2024-05-25T23:16:10.233;91;18,4
2024-05-25T23:16:11.236;89;19,5
2024-05-25T23:16:12.201;87;19,2
2024-05-25T23:16:13.222;86;19,1
2024-05-25T23:16:14.210;86;19,0
2024-05-25T23:16:15.211;86;19,0
2024-05-25T23:16:16.233;87;18,8
2024-05-25T23:16:17.211;88;18,8
2024-05-25T23:16:18.204;89;19,3
2024-05-25T23:16:19.219;90;19,2
2024-05-25T23:16:20.254;90;19,3
2024-05-25T23:16:21.200;91;20,4
2024-05-25T23:16:22.221;91;21,0
2024-05-25T23:16:23.225;91;15,8
2024-05-25T23:16:24.213;91;15,7
2024-05-25T23:16:25.264;92;16,5
2024-05-25T23:16:26.242;93;19,7
2024-05-25T23:16:27.204;95;22,5
2024-05-25T23:16:28.235;94;22,7
2024-05-25T23:16:29.223;94;21,7
2024-05-25T23:16:30.200;93;20,5
2024-05-25T23:16:31.221;92;20,9
2024-05-25T23:16:32.227;90;23,3
2024-05-25T23:16:33.243;89;23,4
2024-05-25T23:16:34.235;87;23,4
2024-05-25T23:16:35.212;85;23,4
2024-05-25T23:16:36.193;85;23,3
2024-05-25T23:16:37.233;85;23,4
2024-05-25T23:16:38.213;86;22,9
2024-05-25T23:16:39.239;86;22,9
