Phone timestamp;HR [bpm];
2024-05-22T19:30:23.482;127
2024-05-22T19:30:24.471;127;2,5
2024-05-22T19:30:25.493;127;3,1
2024-05-22T19:30:26.482;126;2,8
2024-05-22T19:30:27.536;125;2,5
2024-05-22T19:30:28.492;124;2,3
2024-05-22T19:30:29.482;123;2,2
2024-05-22T19:30:30.483;123;2,1
2024-05-22T19:30:31.493;122;2,0
2024-05-22T19:30:32.513;122;2,5
2024-05-22T19:30:33.503;121;2,6
2024-05-22T19:30:34.521;121;2,7
2024-05-22T19:30:35.482;121;2,6
2024-05-22T19:30:36.481;120;2,6
2024-05-22T19:30:37.527;120;2,3
2024-05-22T19:30:38.482;120;2,4
2024-05-22T19:30:39.483;120;2,4
2024-05-22T19:30:40.492;119;2,3
2024-05-22T19:30:41.553;119;2,7
2024-05-22T19:30:42.472;119;2,7
2024-05-22T19:30:43.522;118;2,7
2024-05-22T19:30:44.482;118;3,8
2024-05-22T19:30:45.503;118;3,8
2024-05-22T19:30:46.492;119;4,3
2024-05-22T19:30:47.518;119;4,8
2024-05-22T19:30:48.473;119;4,7
2024-05-22T19:30:49.494;119;4,9
2024-05-22T19:30:50.483;120;5,1
2024-05-22T19:30:51.503;120;5,3
2024-05-22T19:30:52.506;120;5,3
2024-05-22T19:30:53.492;119;5,3
2024-05-22T19:30:54.481;118;5,3
2024-05-22T19:30:55.493;118;5,2
2024-05-22T19:30:56.518;117;5,1
2024-05-22T19:30:57.482;117;5,1
2024-05-22T19:30:58.495;117;5,3
2024-05-22T19:30:59.483;117;4,8
2024-05-22T19:31:00.473;117;5,1
2024-05-22T19:31:01.492;116;4,7
2024-05-22T19:31:02.483;116;3,9
2024-05-22T19:31:03.481;115;3,9
2024-05-22T19:31:04.494;115;3,9
2024-05-22T19:31:05.484;115;4,1
2024-05-22T19:31:06.472;115;4,2
2024-05-22T19:31:07.527;115;3,8
2024-05-22T19:31:08.485;115;3,8
2024-05-22T19:31:09.474;114;3,8
2024-05-22T19:31:10.495;113;4,4
2024-05-22T19:31:11.483;112;4,2
2024-05-22T19:31:12.472;112;4,2
2024-05-22T19:31:13.493;111;4,1
2024-05-22T19:31:14.483;110;4,0
2024-05-22T19:31:15.472;109;3,8
2024-05-22T19:31:16.493;108;3,4
2024-05-22T19:31:17.483;108;3,4
2024-05-22T19:31:18.503;108;3,6
2024-05-22T19:31:19.495;107;3,6
2024-05-22T19:31:20.484;107;3,5
2024-05-22T19:31:21.503;107;3,1
2024-05-22T19:31:22.493;107;3,1
2024-05-22T19:31:23.483;107;3,3
2024-05-22T19:31:24.473;107;3,3
2024-05-22T19:31:25.503;107;3,3
2024-05-22T19:31:26.492;107;3,4
2024-05-22T19:31:27.475;107;3,2
2024-05-22T19:31:28.492;107;3,2
2024-05-22T19:31:29.483;107;3,2
2024-05-22T19:31:30.484;107;3,2
2024-05-22T19:31:31.494;106;3,5
2024-05-22T19:31:32.547;106;3,8
2024-05-22T19:31:33.486;105;3,8
2024-05-22T19:31:34.493;105;4,0
2024-05-22T19:31:35.484;104;4,0
2024-05-22T19:31:36.474;103;4,0
2024-05-22T19:31:37.528;103;4,0
2024-05-22T19:31:38.483;103;4,4
2024-05-22T19:31:39.475;103;4,4
