Phone timestamp;RR-interval [ms]
2024-05-03T10:10:04.249;936
2024-05-03T10:10:05.185;985
2024-05-03T10:10:06.170;940
2024-05-03T10:10:07.110;1719
2024-05-03T10:10:08.829;946
2024-05-03T10:10:09.775;888
2024-05-03T10:10:10.663;817
2024-05-03T10:10:11.480;849
2024-05-03T10:10:12.329;896
2024-05-03T10:10:13.225;857
2024-05-03T10:10:14.082;897
2024-05-03T10:10:14.979;967
2024-05-03T10:10:15.946;923
2024-05-03T10:10:16.869;869
2024-05-03T10:10:17.738;893
2024-05-03T10:10:18.631;937
2024-05-03T10:10:19.568;892
2024-05-03T10:10:20.460;815
2024-05-03T10:10:21.275;813
2024-05-03T10:10:22.088;922
2024-05-03T10:10:23.010;963
2024-05-03T10:10:23.973;914
2024-05-03T10:10:24.887;848
2024-05-03T10:10:25.735;911
2024-05-03T10:10:26.646;953
2024-05-03T10:10:27.599;920
2024-05-03T10:10:28.519;853
2024-05-03T10:10:29.372;868
2024-05-03T10:10:30.240;903
2024-05-03T10:10:31.143;922
2024-05-03T10:10:32.065;846
2024-05-03T10:10:32.911;896
2024-05-03T10:10:33.807;971
2024-05-03T10:10:34.778;909
2024-05-03T10:10:35.687;922
2024-05-03T10:10:36.609;941
2024-05-03T10:10:37.550;898
2024-05-03T10:10:38.448;843
2024-05-03T10:10:39.291;880
2024-05-03T10:10:40.171;967
2024-05-03T10:10:41.138;976
2024-05-03T10:10:42.114;911
2024-05-03T10:10:43.025;984
2024-05-03T10:10:44.009;972
2024-05-03T10:10:44.981;959
2024-05-03T10:10:45.940;870
2024-05-03T10:10:46.810;903
2024-05-03T10:10:47.713;911
2024-05-03T10:10:48.624;962
2024-05-03T10:10:49.586;852
2024-05-03T10:10:50.438;909
2024-05-03T10:10:51.347;935
2024-05-03T10:10:52.282;943
2024-05-03T10:10:53.225;972
2024-05-03T10:10:54.197;896
2024-05-03T10:10:55.093;892
2024-05-03T10:10:55.985;987
2024-05-03T10:10:56.972;1007
2024-05-03T10:10:57.979;950
2024-05-03T10:10:58.929;866
2024-05-03T10:10:59.795;841
2024-05-03T10:11:00.636;949
2024-05-03T10:11:01.585;978
2024-05-03T10:11:02.563;910
2024-05-03T10:11:03.473;880
2024-05-03T10:11:04.353;946
2024-05-03T10:11:05.299;982
2024-05-03T10:11:06.281;939
2024-05-03T10:11:07.220;864
2024-05-03T10:11:08.084;894
2024-05-03T10:11:08.978;953
2024-05-03T10:11:09.931;946
2024-05-03T10:11:10.877;979
2024-05-03T10:11:11.856;1022
2024-05-03T10:11:12.878;967
2024-05-03T10:11:13.845;877
2024-05-03T10:11:14.722;897
2024-05-03T10:11:15.619;952
