Phone timestamp;RR-interval [ms]
2024-05-08T19:13:54.013;801
2024-05-08T19:13:54.814;822
2024-05-08T19:13:55.636;831
2024-05-08T19:13:56.467;786
2024-05-08T19:13:57.253;788
2024-05-08T19:13:58.041;829
2024-05-08T19:13:58.870;872
2024-05-08T19:13:59.742;881
2024-05-08T19:14:00.623;910
2024-05-08T19:14:01.533;924
2024-05-08T19:14:02.457;896
2024-05-08T19:14:03.353;890
2024-05-08T19:14:04.243;921
2024-05-08T19:14:05.164;910
2024-05-08T19:14:06.074;870
2024-05-08T19:14:06.944;900
2024-05-08T19:14:07.844;855
2024-05-08T19:14:08.699;797
2024-05-08T19:14:09.496;801
2024-05-08T19:14:10.297;825
2024-05-08T19:14:11.122;816
2024-05-08T19:14:11.938;786
2024-05-08T19:14:12.724;813
2024-05-08T19:14:13.537;752
2024-05-08T19:14:14.289;761
2024-05-08T19:14:15.050;771
2024-05-08T19:14:15.821;731
2024-05-08T19:14:16.552;681
2024-05-08T19:14:17.233;659
2024-05-08T19:14:17.892;697
2024-05-08T19:14:18.589;764
2024-05-08T19:14:19.353;804
2024-05-08T19:14:20.157;838
2024-05-08T19:14:20.995;893
2024-05-08T19:14:21.888;882
2024-05-08T19:14:22.770;840
2024-05-08T19:14:23.610;884
2024-05-08T19:14:24.494;898
2024-05-08T19:14:25.392;842
2024-05-08T19:14:26.234;886
2024-05-08T19:14:27.120;896
2024-05-08T19:14:28.016;873
2024-05-08T19:14:28.889;855
2024-05-08T19:14:29.744;897
2024-05-08T19:14:30.641;868
2024-05-08T19:14:31.509;874
2024-05-08T19:14:32.383;894
2024-05-08T19:14:33.277;864
2024-05-08T19:14:34.141;875
2024-05-08T19:14:35.016;875
2024-05-08T19:14:35.891;796
2024-05-08T19:14:36.687;828
2024-05-08T19:14:37.515;869
2024-05-08T19:14:38.384;837
2024-05-08T19:14:39.221;771
2024-05-08T19:14:39.992;818
2024-05-08T19:14:40.810;822
2024-05-08T19:14:41.632;841
2024-05-08T19:14:42.473;788
2024-05-08T19:14:43.261;817
2024-05-08T19:14:44.078;849
2024-05-08T19:14:44.927;819
2024-05-08T19:14:45.746;764
2024-05-08T19:14:46.510;789
2024-05-08T19:14:47.299;854
2024-05-08T19:14:48.153;826
2024-05-08T19:14:48.979;779
2024-05-08T19:14:49.758;820
2024-05-08T19:14:50.578;884
2024-05-08T19:14:51.462;915
2024-05-08T19:14:52.377;852
2024-05-08T19:14:53.229;879
2024-05-08T19:14:54.108;891
2024-05-08T19:14:54.999;895
2024-05-08T19:14:55.894;854
2024-05-08T19:14:56.748;830
2024-05-08T19:14:57.578;874
2024-05-08T19:14:58.452;903
2024-05-08T19:14:59.355;908
2024-05-08T19:15:00.263;834
2024-05-08T19:15:01.097;844
2024-05-08T19:15:01.941;899
2024-05-08T19:15:02.840;921
2024-05-08T19:15:03.761;855
2024-05-08T19:15:04.616;799
2024-05-08T19:15:05.415;773
2024-05-08T19:15:06.188;798
2024-05-08T19:15:06.986;811
2024-05-08T19:15:07.797;838
2024-05-08T19:15:08.635;854
2024-05-08T19:15:09.489;796
2024-05-08T19:15:10.285;758
2024-05-08T19:15:11.043;831
2024-05-08T19:15:11.874;880
2024-05-08T19:15:12.754;832
2024-05-08T19:15:13.586;792
2024-05-08T19:15:14.378;707
2024-05-08T19:15:15.085;636
2024-05-08T19:15:15.721;653
2024-05-08T19:15:16.374;601
2024-05-08T19:15:16.975;567
2024-05-08T19:15:17.542;564
2024-05-08T19:15:18.106;583
2024-05-08T19:15:18.689;564
2024-05-08T19:15:19.253;563
2024-05-08T19:15:19.816;572
2024-05-08T19:15:20.388;582
2024-05-08T19:15:20.970;576
2024-05-08T19:15:21.546;583
2024-05-08T19:15:22.129;577
