Phone timestamp;RR-interval [ms]
2024-05-06T14:42:56.367;1761
2024-05-06T14:42:58.128;807
2024-05-06T14:42:58.935;798
2024-05-06T14:42:59.733;1559
2024-05-06T14:43:01.292;838
2024-05-06T14:43:02.130;948
2024-05-06T14:43:03.078;931
2024-05-06T14:43:04.009;849
2024-05-06T14:43:04.858;836
2024-05-06T14:43:05.694;837
2024-05-06T14:43:06.531;774
2024-05-06T14:43:07.305;862
2024-05-06T14:43:08.167;888
2024-05-06T14:43:09.055;798
2024-05-06T14:43:09.853;872
2024-05-06T14:43:10.725;842
2024-05-06T14:43:11.567;851
2024-05-06T14:43:12.418;854
2024-05-06T14:43:13.272;809
2024-05-06T14:43:14.081;868
2024-05-06T14:43:14.949;811
2024-05-06T14:43:15.760;838
2024-05-06T14:43:16.598;849
2024-05-06T14:43:17.447;750
2024-05-06T14:43:18.197;835
2024-05-06T14:43:19.032;928
2024-05-06T14:43:19.960;897
2024-05-06T14:43:20.857;837
2024-05-06T14:43:21.694;937
2024-05-06T14:43:22.631;869
2024-05-06T14:43:23.500;912
2024-05-06T14:43:24.412;879
2024-05-06T14:43:25.291;900
2024-05-06T14:43:26.191;886
2024-05-06T14:43:27.077;881
2024-05-06T14:43:27.958;951
2024-05-06T14:43:28.909;896
2024-05-06T14:43:29.805;1016
2024-05-06T14:43:30.821;966
2024-05-06T14:43:31.787;940
2024-05-06T14:43:32.727;955
2024-05-06T14:43:33.682;851
2024-05-06T14:43:34.533;885
2024-05-06T14:43:35.418;872
2024-05-06T14:43:36.290;873
2024-05-06T14:43:37.163;930
2024-05-06T14:43:38.093;892
2024-05-06T14:43:38.985;854
2024-05-06T14:43:39.839;866
2024-05-06T14:43:40.705;786
2024-05-06T14:43:41.491;836
2024-05-06T14:43:42.327;846
2024-05-06T14:43:43.173;852
2024-05-06T14:43:44.025;770
2024-05-06T14:43:44.795;738
2024-05-06T14:43:45.533;804
2024-05-06T14:43:46.337;873
2024-05-06T14:43:47.210;849
2024-05-06T14:43:48.059;807
2024-05-06T14:43:48.866;854
2024-05-06T14:43:49.720;911
2024-05-06T14:43:50.631;930
2024-05-06T14:43:51.561;919
2024-05-06T14:43:52.480;965
2024-05-06T14:43:53.445;949
2024-05-06T14:43:54.394;888
2024-05-06T14:43:55.282;975
2024-05-06T14:43:56.257;1071
2024-05-06T14:43:57.328;1047
2024-05-06T14:43:58.375;929
2024-05-06T14:43:59.304;867
2024-05-06T14:44:00.171;914
2024-05-06T14:44:01.085;902
2024-05-06T14:44:01.987;883
2024-05-06T14:44:02.870;908
2024-05-06T14:44:03.778;892
2024-05-06T14:44:04.670;904
2024-05-06T14:44:05.574;952
2024-05-06T14:44:06.526;936
2024-05-06T14:44:07.462;849
2024-05-06T14:44:08.311;888
2024-05-06T14:44:09.199;906
2024-05-06T14:44:10.105;877
2024-05-06T14:44:10.982;901
2024-05-06T14:44:11.883;977
2024-05-06T14:44:12.860;973
2024-05-06T14:44:13.833;958
2024-05-06T14:44:14.791;983
2024-05-06T14:44:15.774;961
2024-05-06T14:44:16.735;891
2024-05-06T14:44:17.626;911
2024-05-06T14:44:18.537;905
2024-05-06T14:44:19.442;898
2024-05-06T14:44:20.340;900
2024-05-06T14:44:21.240;921
2024-05-06T14:44:22.161;903
2024-05-06T14:44:23.064;908
2024-05-06T14:44:23.972;983
2024-05-06T14:44:24.955;985
2024-05-06T14:44:25.940;920
2024-05-06T14:44:26.860;942
2024-05-06T14:44:27.802;982
2024-05-06T14:44:28.784;992
2024-05-06T14:44:29.776;898
2024-05-06T14:44:30.674;930
2024-05-06T14:44:31.604;996
2024-05-06T14:44:32.600;981
2024-05-06T14:44:33.581;911
2024-05-06T14:44:34.492;957
2024-05-06T14:44:35.449;1019
2024-05-06T14:44:36.468;947
2024-05-06T14:44:37.415;972
2024-05-06T14:44:38.387;1009
2024-05-06T14:44:39.396;965
2024-05-06T14:44:40.361;953
2024-05-06T14:44:41.314;1025
2024-05-06T14:44:42.339;1005
2024-05-06T14:44:43.344;932
2024-05-06T14:44:44.276;1006
2024-05-06T14:44:45.282;1027
2024-05-06T14:44:46.309;965
2024-05-06T14:44:47.274;901
2024-05-06T14:44:48.175;931
2024-05-06T14:44:49.106;941
