Phone timestamp;RR-interval [ms]
2024-05-25T23:08:52.930;544
2024-05-25T23:08:53.474;534
2024-05-25T23:08:54.008;537
2024-05-25T23:08:54.545;1078
2024-05-25T23:08:55.623;534
2024-05-25T23:08:56.157;536
2024-05-25T23:08:56.693;534
2024-05-25T23:08:57.227;535
2024-05-25T23:08:57.762;544
2024-05-25T23:08:58.306;556
2024-05-25T23:08:58.862;565
2024-05-25T23:08:59.427;564
2024-05-25T23:08:59.991;555
2024-05-25T23:09:00.546;560
2024-05-25T23:09:01.106;557
2024-05-25T23:09:01.663;559
2024-05-25T23:09:02.222;562
2024-05-25T23:09:02.784;557
2024-05-25T23:09:03.341;545
2024-05-25T23:09:03.886;555
2024-05-25T23:09:04.441;560
2024-05-25T23:09:05.001;563
2024-05-25T23:09:05.564;536
2024-05-25T23:09:06.100;525
2024-05-25T23:09:06.625;518
2024-05-25T23:09:07.143;519
2024-05-25T23:09:07.662;522
2024-05-25T23:09:08.184;529
2024-05-25T23:09:08.713;535
2024-05-25T23:09:09.248;539
2024-05-25T23:09:09.787;533
2024-05-25T23:09:10.320;521
2024-05-25T23:09:10.841;514
2024-05-25T23:09:11.355;516
2024-05-25T23:09:11.871;519
2024-05-25T23:09:12.390;524
2024-05-25T23:09:12.914;531
2024-05-25T23:09:13.445;538
2024-05-25T23:09:13.983;543
2024-05-25T23:09:14.526;551
2024-05-25T23:09:15.077;563
2024-05-25T23:09:15.640;566
2024-05-25T23:09:16.206;563
2024-05-25T23:09:16.769;560
2024-05-25T23:09:17.329;557
2024-05-25T23:09:17.886;558
2024-05-25T23:09:18.444;559
2024-05-25T23:09:19.003;559
2024-05-25T23:09:19.562;564
2024-05-25T23:09:20.126;553
2024-05-25T23:09:20.679;552
2024-05-25T23:09:21.231;553
2024-05-25T23:09:21.784;561
2024-05-25T23:09:22.345;563
2024-05-25T23:09:22.908;592
2024-05-25T23:09:23.500;574
2024-05-25T23:09:24.074;579
2024-05-25T23:09:24.653;570
2024-05-25T23:09:25.223;580
2024-05-25T23:09:25.803;578
2024-05-25T23:09:26.381;582
2024-05-25T23:09:26.963;564
2024-05-25T23:09:27.527;564
2024-05-25T23:09:28.091;565
2024-05-25T23:09:28.656;563
2024-05-25T23:09:29.219;563
2024-05-25T23:09:29.782;554
2024-05-25T23:09:30.336;543
2024-05-25T23:09:30.879;544
2024-05-25T23:09:31.423;533
2024-05-25T23:09:31.956;534
2024-05-25T23:09:32.490;528
2024-05-25T23:09:33.018;544
2024-05-25T23:09:33.562;548
2024-05-25T23:09:34.110;564
2024-05-25T23:09:34.674;558
2024-05-25T23:09:35.232;557
2024-05-25T23:09:35.789;567
2024-05-25T23:09:36.356;561
2024-05-25T23:09:36.917;554
2024-05-25T23:09:37.471;543
2024-05-25T23:09:38.014;540
2024-05-25T23:09:38.554;536
2024-05-25T23:09:39.090;534
2024-05-25T23:09:39.624;523
2024-05-25T23:09:40.147;528
2024-05-25T23:09:40.675;529
2024-05-25T23:09:41.204;533
2024-05-25T23:09:41.737;528
2024-05-25T23:09:42.265;533
2024-05-25T23:09:42.798;540
2024-05-25T23:09:43.338;562
2024-05-25T23:09:43.900;589
2024-05-25T23:09:44.489;574
2024-05-25T23:09:45.063;585
2024-05-25T23:09:45.648;583
2024-05-25T23:09:46.231;591
2024-05-25T23:09:46.822;587
2024-05-25T23:09:47.409;577
2024-05-25T23:09:47.986;577
2024-05-25T23:09:48.563;564
2024-05-25T23:09:49.127;564
2024-05-25T23:09:49.691;563
2024-05-25T23:09:50.254;571
2024-05-25T23:09:50.825;571
2024-05-25T23:09:51.396;557
2024-05-25T23:09:51.953;556
2024-05-25T23:09:52.509;555
2024-05-25T23:09:53.064;554
2024-05-25T23:09:53.618;558
2024-05-25T23:09:54.176;567
2024-05-25T23:09:54.743;567
2024-05-25T23:09:55.310;555
2024-05-25T23:09:55.865;558
2024-05-25T23:09:56.423;562
2024-05-25T23:09:56.985;562
2024-05-25T23:09:57.547;564
2024-05-25T23:09:58.111;558
2024-05-25T23:09:58.669;561
2024-05-25T23:09:59.230;557
2024-05-25T23:09:59.787;557
2024-05-25T23:10:00.344;547
2024-05-25T23:10:00.891;538
2024-05-25T23:10:01.429;533
2024-05-25T23:10:01.962;530
2024-05-25T23:10:02.492;537
2024-05-25T23:10:03.029;543
2024-05-25T23:10:03.572;548
2024-05-25T23:10:04.120;560
2024-05-25T23:10:04.680;557
2024-05-25T23:10:05.237;553
2024-05-25T23:10:05.790;549
2024-05-25T23:10:06.339;548
2024-05-25T23:10:06.887;565
2024-05-25T23:10:07.452;573
2024-05-25T23:10:08.025;594
2024-05-25T23:10:08.619;594
2024-05-25T23:10:09.213;578
2024-05-25T23:10:09.791;567
2024-05-25T23:10:10.358;572
2024-05-25T23:10:10.930;572
2024-05-25T23:10:11.502;578
2024-05-25T23:10:12.080;592
2024-05-25T23:10:12.672;585
2024-05-25T23:10:13.257;572
2024-05-25T23:10:13.829;568
2024-05-25T23:10:14.397;567
2024-05-25T23:10:14.964;571
2024-05-25T23:10:15.535;572
2024-05-25T23:10:16.107;564
2024-05-25T23:10:16.671;564
2024-05-25T23:10:17.235;573
2024-05-25T23:10:17.808;580
2024-05-25T23:10:18.388;580
2024-05-25T23:10:18.968;603
2024-05-25T23:10:19.571;573
2024-05-25T23:10:20.144;581
2024-05-25T23:10:20.725;581
2024-05-25T23:10:21.306;591
2024-05-25T23:10:21.897;591
2024-05-25T23:10:22.488;604
2024-05-25T23:10:23.092;578
2024-05-25T23:10:23.670;576
2024-05-25T23:10:24.246;581
2024-05-25T23:10:24.827;580
2024-05-25T23:10:25.407;581
2024-05-25T23:10:25.988;585
2024-05-25T23:10:26.573;576
2024-05-25T23:10:27.149;565
2024-05-25T23:10:27.714;576
2024-05-25T23:10:28.290;578
2024-05-25T23:10:28.868;590
2024-05-25T23:10:29.458;570
2024-05-25T23:10:30.028;571
2024-05-25T23:10:30.599;572
2024-05-25T23:10:31.171;577
2024-05-25T23:10:31.748;581
2024-05-25T23:10:32.329;572
2024-05-25T23:10:32.901;578
2024-05-25T23:10:33.479;585
2024-05-25T23:10:34.064;606
2024-05-25T23:10:34.670;605
2024-05-25T23:10:35.275;609
2024-05-25T23:10:35.884;585
2024-05-25T23:10:36.469;616
2024-05-25T23:10:37.085;612
2024-05-25T23:10:37.697;623
2024-05-25T23:10:38.320;593
2024-05-25T23:10:38.913;607
2024-05-25T23:10:39.520;605
2024-05-25T23:10:40.125;626
2024-05-25T23:10:40.751;612
2024-05-25T23:10:41.363;587
2024-05-25T23:10:41.950;584
2024-05-25T23:10:42.534;580
2024-05-25T23:10:43.114;582
2024-05-25T23:10:43.696;589
2024-05-25T23:10:44.285;599
2024-05-25T23:10:44.884;597
2024-05-25T23:10:45.481;598
2024-05-25T23:10:46.079;604
2024-05-25T23:10:46.683;612
2024-05-25T23:10:47.295;605
2024-05-25T23:10:47.900;612
2024-05-25T23:10:48.512;582
2024-05-25T23:10:49.094;591
2024-05-25T23:10:49.685;577
2024-05-25T23:10:50.262;585
2024-05-25T23:10:50.847;577
2024-05-25T23:10:51.424;584
2024-05-25T23:10:52.008;565
2024-05-25T23:10:52.573;567
2024-05-25T23:10:53.140;570
2024-05-25T23:10:53.710;601
2024-05-25T23:10:54.311;616
2024-05-25T23:10:54.927;634
2024-05-25T23:10:55.561;628
