Phone timestamp;RR-interval [ms]
2024-05-04T09:29:54.472;803
2024-05-04T09:29:55.275;858
2024-05-04T09:29:56.133;857
2024-05-04T09:29:56.990;2398
2024-05-04T09:29:55.093;1591
2024-05-04T09:29:56.684;738
2024-05-04T09:29:57.422;792
2024-05-04T09:29:58.214;871
2024-05-04T09:29:59.085;931
2024-05-04T09:30:00.016;821
2024-05-04T09:30:00.837;836
2024-05-04T09:30:01.673;896
2024-05-04T09:30:02.569;924
2024-05-04T09:30:03.493;873
2024-05-04T09:30:04.366;787
2024-05-04T09:30:05.153;866
2024-05-04T09:30:06.019;936
2024-05-04T09:30:06.955;938
2024-05-04T09:30:07.893;833
2024-05-04T09:30:08.726;904
2024-05-04T09:30:09.630;926
2024-05-04T09:30:10.556;802
2024-05-04T09:30:11.358;851
2024-05-04T09:30:12.209;956
2024-05-04T09:30:13.165;951
2024-05-04T09:30:14.116;827
2024-05-04T09:30:14.943;872
2024-05-04T09:30:15.815;953
2024-05-04T09:30:16.768;852
2024-05-04T09:30:17.620;852
2024-05-04T09:30:18.472;908
2024-05-04T09:30:19.380;969
2024-05-04T09:30:20.349;948
2024-05-04T09:30:21.297;898
2024-05-04T09:30:22.195;822
2024-05-04T09:30:23.017;787
2024-05-04T09:30:23.804;781
2024-05-04T09:30:24.585;742
2024-05-04T09:30:25.327;726
2024-05-04T09:30:26.053;752
2024-05-04T09:30:26.805;797
2024-05-04T09:30:27.602;801
2024-05-04T09:30:28.403;815
2024-05-04T09:30:29.218;832
2024-05-04T09:30:30.050;826
2024-05-04T09:30:30.876;885
2024-05-04T09:30:31.761;958
2024-05-04T09:30:32.719;859
2024-05-04T09:30:33.578;799
2024-05-04T09:30:34.377;896
2024-05-04T09:30:35.273;937
2024-05-04T09:30:36.210;891
2024-05-04T09:30:37.101;877
2024-05-04T09:30:37.978;990
2024-05-04T09:30:38.968;952
2024-05-04T09:30:39.920;832
2024-05-04T09:30:40.752;779
2024-05-04T09:30:41.531;912
2024-05-04T09:30:42.443;1054
2024-05-04T09:30:43.497;1029
2024-05-04T09:30:44.526;912
2024-05-04T09:30:45.438;841
2024-05-04T09:30:46.279;967
2024-05-04T09:30:47.246;1016
2024-05-04T09:30:48.262;967
2024-05-04T09:30:49.229;840
2024-05-04T09:30:50.069;826
2024-05-04T09:30:50.895;976
2024-05-04T09:30:51.871;1012
2024-05-04T09:30:52.883;943
2024-05-04T09:30:53.826;839
2024-05-04T09:30:54.665;903
2024-05-04T09:30:55.568;939
2024-05-04T09:30:56.507;925
2024-05-04T09:30:57.432;859
2024-05-04T09:30:58.291;908
2024-05-04T09:30:59.199;932
2024-05-04T09:31:00.131;866
2024-05-04T09:31:00.997;856
2024-05-04T09:31:01.853;861
2024-05-04T09:31:02.714;857
2024-05-04T09:31:03.571;840
2024-05-04T09:31:04.411;969
2024-05-04T09:31:05.380;913
2024-05-04T09:31:06.293;869
2024-05-04T09:31:07.162;923
2024-05-04T09:31:08.085;891
2024-05-04T09:31:08.976;804
2024-05-04T09:31:09.780;844
2024-05-04T09:31:10.624;861
